location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_meter
37,2,2,2,32.0,2350000.0,124,18.8,8.2,173,349,344,73437.5
37,3,4,3,75.0,6200000.0,124,50.0,8.0,173,190,344,82666.66666666667
37,3,5,2,56.5,4900000.0,124,29.0,8.8,174,1928,344,86725.66371681416
37,2,5,3,62.5,4900000.0,124,44.5,6.1,174,1928,344,78400.0
37,3,4,3,80.0,4750000.0,22,54.0,11.0,173,439,344,59375.0
37,4,5,2,55.4,4400000.0,64,29.3,8.8,174,1928,344,79422.38267148014
37,3,5,3,63.1,5250000.0,69,39.0,6.7,174,1928,344,83201.2678288431
37,10,11,2,63.0,6500000.0,103,28.0,9.5,174,1928,344,103174.60317460318
37,2,2,3,43.9,3450000.0,124,31.6,7.3,173,349,344,78587.6993166287
37,4,5,3,58.8,5300000.0,65,41.1,6.0,174,1928,344,90136.05442176871
37,5,5,1,33.0,2399999.0,65,18.0,7.0,174,1928,344,72727.24242424243
37,9,10,3,69.0,4699999.0,124,28.0,9.0,174,1928,344,68115.92753623189
15,4,9,1,32.3,7200000.0,58,21.5,6.0,77,341,243,222910.21671826628
15,4,5,1,30.0,5649000.0,62,19.0,6.0,77,1211,149,188300.0
15,5,9,1,33.4,6900000.0,124,19.3,6.0,77,1376,243,206586.8263473054
15,1,5,1,30.1,5490000.0,52,18.9,5.6,77,1499,202,182392.02657807307
15,7,9,2,44.5,8499999.0,121,20.0,8.0,77,1416,149,191011.21348314607
15,3,16,1,35.0,7300000.0,82,19.0,10.0,77,1907,50,208571.4285714285
15,11,20,2,55.7,9600000.0,99,27.0,16.5,77,427,263,172351.88509874325
15,8,23,1,30.4,8000000.0,110,12.3,9.1,163,1761,344,263157.89473684214
15,3,5,2,41.0,7999000.0,58,27.0,5.7,77,1140,202,195097.56097560973
15,3,14,1,37.8,8190000.0,87,16.6,12.8,77,1388,149,216666.6666666667
15,3,9,1,36.1,6500000.0,59,17.2,9.0,77,235,317,180055.40166204984
15,1,25,1,19.7,3450000.0,105,11.7,3.0,77,746,252,175126.9035532995
15,2,5,2,44.7,7800000.0,61,28.0,7.0,77,226,108,174496.64429530202
15,4,5,2,47.3,6500000.0,55,30.4,6.0,77,392,203,137420.71881606767
15,1,5,1,32.0,4000000.0,56,19.0,6.0,77,392,203,125000.0
15,16,18,1,40.9,6100000.0,114,18.0,12.0,77,592,73,149144.25427872862
15,3,3,1,26.0,3800000.0,104,12.6,5.6,77,1928,344,146153.84615384616
15,4,22,1,38.0,8550000.0,113,21.0,10.0,77,1230,143,225000.0
20,10,10,1,42.0,4830000.0,115,28.0,10.0,97,1928,344,115000.0
20,7,9,1,53.2,5300000.0,115,14.9,30.0,97,1196,344,99624.06015037594
20,2,5,1,33.4,2800000.0,77,19.0,8.0,97,1928,344,83832.33532934132
20,10,10,1,36.8,4784000.0,115,28.0,10.0,97,1928,344,130000.0
20,1,5,1,30.5,2370000.0,63,17.5,8.0,372,1832,344,77704.91803278688
20,2,2,1,24.0,2170000.0,124,15.0,4.0,97,1246,344,90416.66666666669
20,5,9,1,34.7,3750000.0,115,28.0,10.0,372,524,344,108069.16426512969
20,3,7,1,38.8,4600000.0,105,17.0,12.5,97,1196,344,118556.70103092784
20,5,5,1,26.9,1560000.0,60,16.0,8.0,97,1669,344,57992.56505576208
20,2,2,1,92.2,10850000.0,113,28.0,10.0,97,1912,344,117678.95878524946
20,2,9,1,33.6,3100000.0,121,17.0,9.0,97,317,344,92261.90476190476
20,9,9,1,36.8,2860000.0,91,16.0,10.0,97,439,344,77717.39130434784
20,4,5,1,47.25,4536000.0,114,28.0,10.0,97,1805,344,96000.0
20,6,9,1,36.1,3700000.0,107,17.0,8.7,97,1050,344,102493.07479224376
20,4,5,1,37.8,3550000.0,121,18.0,9.0,97,1373,344,93915.34391534392
20,4,4,1,41.0,4389000.0,115,28.0,10.0,97,439,344,107048.78048780488
20,2,2,1,45.0,2800000.0,47,21.0,12.0,374,1784,344,62222.22222222222
20,1,3,1,22.0,2250000.0,108,8.0,6.0,97,412,344,102272.72727272728
20,2,2,1,96.9,11350000.0,113,28.0,10.0,97,1912,344,117131.06295149638
20,6,15,1,42.0,3790000.0,107,21.0,10.0,97,589,344,90238.09523809524
20,5,10,1,33.4,2850000.0,82,20.4,8.0,97,554,344,85329.34131736527
20,6,9,1,39.7,3930300.0,114,28.0,10.0,374,138,344,99000.0
20,4,9,1,45.0,4450000.0,112,17.0,11.0,97,1410,344,98888.88888888888
20,2,5,1,33.3,3350000.0,70,17.0,8.0,97,1928,344,100600.6006006006
20,4,4,1,38.0,4261900.0,115,28.0,10.0,97,439,344,112155.26315789472
20,9,17,1,56.0,5990000.0,107,18.0,17.0,97,317,344,106964.28571428572
20,4,5,1,29.2,2690000.0,65,17.0,6.0,97,1817,344,92123.28767123289
20,3,8,1,42.83,4625640.0,115,28.0,10.0,97,1928,344,108000.0
20,3,5,1,29.7,2590000.0,58,17.8,6.9,97,1192,344,87205.3872053872
20,2,4,1,18.6,1500000.0,124,9.6,4.0,97,1928,344,80645.16129032258
20,7,9,1,40.5,4009500.0,114,28.0,10.0,374,138,344,99000.0
20,1,2,1,34.3,2380000.0,70,18.2,8.0,97,1928,344,69387.75510204083
20,4,10,1,33.3,2800000.0,87,16.0,9.0,97,1196,344,84084.0840840841
20,6,9,1,37.05,3964350.0,116,14.0,11.5,97,1928,344,107000.0
20,1,9,1,46.8,4900000.0,111,17.3,11.7,97,657,344,104700.8547008547
20,4,9,1,41.0,5999000.0,114,14.7,14.6,97,1488,344,146317.07317073172
20,2,8,1,41.79,5767020.0,115,14.4,14.6,97,708,344,138000.0
20,2,6,1,32.9,6800000.0,109,17.9,10.0,97,560,344,206686.9300911854
20,2,3,1,36.6,3400000.0,110,18.0,9.3,97,1928,344,92896.17486338798
20,5,8,1,37.02,3750000.0,114,28.0,10.0,97,261,344,101296.5964343598
20,2,4,1,43.3,3970000.0,113,18.0,12.0,374,184,344,91685.91224018476
20,1,5,1,29.0,2150000.0,124,17.0,5.0,97,1488,344,74137.93103448275
20,1,9,1,38.57,3857000.0,116,14.0,12.1,97,1928,344,100000.0
20,1,3,1,48.7,3500000.0,103,22.0,14.0,97,1928,344,71868.58316221765
20,3,5,1,18.0,1600000.0,124,28.0,10.0,97,1488,344,88888.88888888889
20,4,9,1,41.98,4757820.0,116,14.1,13.5,97,1928,344,113335.39780848024
20,9,9,1,41.0,3900000.0,112,16.0,11.8,97,1410,344,95121.9512195122
20,2,2,1,26.1,1600000.0,17,17.1,4.0,97,1113,344,61302.68199233716
20,7,9,1,42.55,4637950.0,116,14.1,13.5,97,1928,344,109000.0
20,16,17,1,51.0,8000000.0,107,14.6,15.8,97,317,344,156862.74509803922
20,2,2,1,25.0,1150000.0,17,14.0,6.0,97,560,344,46000.0
20,9,9,1,40.82,4245280.0,116,14.0,13.7,97,1928,344,104000.0
20,5,5,1,34.0,2600000.0,74,20.0,6.5,97,10,344,76470.58823529411
20,1,5,1,31.0,2560000.0,124,28.0,10.0,97,831,344,82580.64516129032
20,5,8,1,34.17,3600000.0,114,28.0,10.0,97,261,344,105355.57506584722
20,8,9,1,37.7,6150000.0,112,28.0,12.0,97,1410,344,163129.97347480105
20,4,5,1,30.9,2460000.0,57,18.0,6.0,97,1928,344,79611.6504854369
20,2,4,1,35.42,5000000.0,114,28.0,10.0,97,690,344,141163.1846414455
20,6,9,1,32.7,3000000.0,67,17.1,7.0,97,1928,344,91743.11926605504
20,1,2,1,25.0,930000.0,124,28.0,10.0,97,765,344,37200.0
20,8,9,1,40.34,4639100.0,115,13.6,12.7,97,156,344,115000.0
20,4,7,1,44.1,5690000.0,111,16.0,14.0,97,575,344,129024.9433106576
20,5,9,1,48.6,4480000.0,89,30.0,10.0,97,1558,344,92181.06995884771
20,2,9,1,41.98,4449880.0,115,13.9,14.6,97,156,344,106000.0
20,6,9,1,37.1,5200000.0,112,16.6,11.6,97,1410,344,140161.72506738544
20,3,3,1,21.2,2000000.0,103,10.2,6.0,97,1928,344,94339.62264150944
20,7,8,1,48.16,4550000.0,114,28.0,10.0,97,261,344,94476.74418604652
20,8,10,1,40.0,4150000.0,91,26.0,9.0,97,1496,344,103750.0
20,8,8,1,42.5,4600000.0,112,22.0,11.0,97,439,344,108235.29411764706
20,1,4,1,44.01,7250000.0,114,28.0,10.0,97,690,344,164735.28743467396
20,10,11,1,61.06,6300000.0,112,22.0,19.8,97,1928,344,103177.20275139208
20,2,5,1,18.6,1500000.0,124,28.0,3.0,97,752,344,80645.16129032258
20,2,9,1,39.22,4392640.0,115,13.6,12.7,97,156,344,112000.0
20,3,4,1,45.8,5450000.0,105,29.8,11.0,97,1366,344,118995.63318777294
20,1,3,1,37.2,3890000.0,105,18.0,12.0,97,1928,344,104569.89247311828
20,7,9,1,37.83,4047810.0,116,14.0,11.5,97,1928,344,107000.0
20,4,5,1,32.0,2750000.0,124,18.0,9.0,97,831,344,85937.5
20,5,5,1,20.0,2270000.0,124,28.0,10.0,97,831,344,113500.0
20,6,9,1,37.17,4125870.0,115,14.1,11.2,97,156,344,111000.0
20,6,9,1,35.3,4650000.0,124,18.0,9.0,97,1496,344,131728.04532577904
20,1,2,1,24.6,700000.0,20,15.0,4.6,97,1113,344,28455.284552845525
20,8,9,1,37.58,4171380.0,115,14.1,11.2,97,156,344,111000.0
20,3,5,1,32.0,4150000.0,124,15.0,10.0,97,820,344,129687.5
20,4,8,1,43.0,4700000.0,112,16.9,17.0,97,439,344,109302.32558139534
20,5,9,1,48.68,4175000.0,114,28.0,10.0,97,75,344,85764.17419884964
20,3,5,1,34.4,3500000.0,124,18.0,9.0,97,1928,344,101744.18604651163
20,5,5,1,18.0,1480000.0,124,28.0,10.0,97,1669,344,82222.22222222222
20,9,9,1,43.15,4530750.0,115,28.0,10.0,97,1928,344,105000.0
20,2,3,1,41.5,4550000.0,124,16.0,15.0,97,657,344,109638.55421686747
20,1,5,1,30.0,2350000.0,124,28.0,10.0,97,1496,344,78333.33333333333
20,9,9,1,47.04,4275000.0,114,28.0,10.0,97,75,344,90880.10204081632
20,5,5,1,40.5,5800000.0,124,23.5,12.0,186,1746,344,143209.8765432099
20,1,5,1,29.9,2400000.0,54,18.0,6.2,97,1196,344,80267.5585284281
20,9,9,1,47.56,4993800.0,115,28.0,10.0,97,1928,344,105000.0
20,6,9,1,37.6,5100000.0,124,16.6,11.6,97,1410,344,135638.29787234042
20,3,3,1,30.1,5500000.0,111,28.0,5.0,97,560,344,182724.25249169435
20,5,9,1,44.66,4225000.0,114,28.0,10.0,97,75,344,94603.6721898791
20,1,5,1,32.2,2600000.0,124,21.2,6.0,132,1861,344,80745.34161490682
20,2,3,1,33.0,3490000.0,100,15.0,8.0,97,1001,344,105757.57575757576
20,2,4,1,35.69,3404826.0,114,28.0,10.0,97,1337,344,95400.0
20,3,5,1,35.0,3300000.0,124,19.0,9.0,132,1861,344,94285.71428571428
20,2,5,1,18.8,900000.0,60,9.8,4.0,97,237,344,47872.34042553191
20,6,9,1,39.66,5631720.0,115,28.0,10.0,97,1476,344,142000.0
20,6,6,1,34.7,3600000.0,124,16.0,9.5,97,439,344,103746.3976945245
20,5,5,1,30.6,2170000.0,64,17.0,6.0,97,1928,344,70915.03267973856
20,1,9,1,40.25,3944500.0,116,28.0,10.0,97,1928,344,98000.0
20,5,5,1,40.2,5980000.0,105,17.3,9.9,186,1746,344,148756.21890547263
20,1,9,1,32.5,2790000.0,69,18.0,8.5,97,1928,344,85846.15384615384
20,9,9,1,41.56,5901520.0,115,28.0,10.0,97,1476,344,142000.0
20,2,3,1,31.0,2300000.0,72,16.0,10.0,97,1075,344,74193.54838709677
20,2,9,1,34.4,4200000.0,114,17.0,10.3,97,156,344,122093.02325581395
20,2,3,1,41.3,4550000.0,112,28.0,10.0,97,657,344,110169.49152542374
20,3,9,1,37.0,3850000.0,124,28.0,10.0,97,1410,344,104054.05405405404
20,1,5,1,24.0,2000000.0,124,13.0,6.0,97,1817,344,83333.33333333333
20,1,9,1,42.0,4116000.0,116,28.0,10.0,97,1928,344,98000.0
20,4,9,1,38.5,4000000.0,113,15.0,12.0,97,1527,344,103896.1038961039
20,1,2,1,40.7,2800000.0,124,18.0,10.0,97,1862,344,68796.0687960688
20,1,9,1,40.57,3975860.0,116,28.0,10.0,97,1928,344,98000.0
20,6,9,1,40.0,6350000.0,113,24.0,11.0,97,156,344,158750.0
20,3,5,1,18.7,1600000.0,60,5.0,8.7,97,1669,344,85561.49732620321
20,2,3,1,38.6,3650000.0,111,28.0,10.0,97,657,344,94559.58549222795
20,3,10,1,41.0,3800000.0,113,17.4,11.3,97,1410,344,92682.9268292683
20,6,9,1,33.1,3000000.0,79,18.0,9.0,97,1928,344,90634.44108761328
20,3,9,1,51.79,5816400.0,113,28.0,10.0,97,1488,344,112307.39525004828
20,1,2,1,31.0,2700000.0,124,28.0,10.0,97,1841,344,87096.7741935484
20,1,5,1,37.5,3200000.0,74,17.0,7.0,97,10,344,85333.33333333333
20,3,4,1,37.6,3666000.0,114,28.0,10.0,97,1337,344,97500.0
20,5,8,1,43.0,3844000.0,114,20.0,11.0,97,1286,344,89395.3488372093
20,8,9,1,44.19,5302800.0,115,28.0,10.0,97,1928,344,120000.0
20,3,9,1,40.73,5702200.0,115,28.0,10.0,97,1476,344,140000.0
20,1,3,1,37.1,3100000.0,103,20.0,10.0,97,1928,344,83557.95148247978
20,2,9,1,43.48,5138800.0,113,28.0,10.0,97,1488,344,118187.67249310028
20,1,3,1,45.0,3100000.0,110,20.0,10.0,97,1137,344,68888.88888888889
20,3,5,1,29.0,3200000.0,58,18.0,6.0,97,1373,344,110344.8275862069
20,3,3,1,34.0,3450000.0,104,18.0,9.0,97,1928,344,101470.58823529413
20,2,9,1,40.0,3950000.0,116,15.2,12.3,97,1928,344,98750.0
20,7,9,1,33.6,3900000.0,82,22.6,6.0,97,1928,344,116071.42857142857
20,3,3,1,43.0,3600000.0,114,29.0,9.0,97,657,344,83720.93023255814
20,3,3,1,49.0,4850000.0,124,20.0,12.0,97,1518,344,98979.59183673467
20,2,5,1,31.1,2980000.0,57,20.0,6.0,97,1928,344,95819.93569131831
20,1,5,1,30.9,2580000.0,58,18.0,6.0,97,1821,344,83495.14563106796
20,4,5,1,30.4,2900000.0,58,17.0,6.0,97,1373,344,95394.73684210528
20,1,3,1,34.9,3500000.0,105,22.4,7.5,97,1928,344,100286.5329512894
20,1,3,1,20.5,2300000.0,104,28.0,18.0,97,1928,344,112195.12195121952
20,1,5,1,30.0,2850000.0,61,18.0,6.0,97,708,344,95000.0
20,7,9,1,35.2,4480000.0,104,28.0,6.0,97,508,344,127272.72727272726
20,3,3,1,29.0,3200000.0,104,18.0,9.0,97,1,344,110344.8275862069
20,1,3,1,19.5,2300000.0,104,8.5,6.0,97,1928,344,117948.71794871795
20,1,3,1,29.3,3400000.0,100,15.3,9.0,97,1001,344,116040.95563139932
20,4,4,1,29.2,2800000.0,124,19.0,5.0,97,539,344,95890.41095890412
20,4,5,1,29.0,2980000.0,94,14.3,7.5,97,577,344,102758.62068965516
20,3,3,1,45.0,3630000.0,113,15.0,15.0,374,750,344,80666.66666666667
20,7,8,1,35.32,3950000.0,124,12.3,12.3,97,1179,344,111834.65458663646
20,6,10,1,33.5,4100000.0,124,28.0,9.0,97,1928,344,122388.05970149254
20,7,10,1,34.0,3800000.0,88,20.0,8.5,97,1928,344,111764.70588235294
20,2,4,1,38.5,5445000.0,106,20.0,9.5,97,43,344,141428.57142857142
20,2,3,1,32.2,2900000.0,124,18.0,8.0,97,537,344,90062.11180124222
20,5,6,1,42.0,3950000.0,84,28.0,9.4,97,1928,344,94047.61904761904
20,5,5,1,31.0,3100000.0,56,17.6,6.0,97,1496,344,100000.0
20,2,2,1,38.3,1600000.0,124,28.0,7.0,97,403,344,41775.45691906005
20,1,3,1,33.0,2400000.0,70,19.0,7.0,97,1151,344,72727.27272727272
20,4,5,1,31.3,3200000.0,69,17.0,5.6,97,439,344,102236.42172523962
20,3,3,1,26.0,2299000.0,105,17.0,4.0,97,1599,344,88423.07692307692
20,3,5,1,32.3,3000000.0,124,28.0,6.0,97,768,344,92879.25696594428
20,10,12,1,39.2,3380000.0,110,19.0,9.1,97,589,344,86224.48979591836
20,5,5,1,22.1,2150000.0,65,10.0,5.0,97,1817,344,97285.06787330315
20,4,6,1,41.5,4400000.0,102,21.0,11.2,186,1746,344,106024.09638554216
20,10,10,1,37.6,3200000.0,86,18.0,9.0,97,1928,344,85106.3829787234
20,5,5,1,30.6,3000000.0,124,16.0,7.0,372,1832,344,98039.2156862745
20,5,5,1,31.0,2530000.0,124,28.0,10.0,97,831,344,81612.90322580645
20,7,9,1,43.0,4780000.0,124,28.0,10.0,97,439,344,111162.7906976744
20,9,9,1,37.8,5950000.0,112,16.0,12.0,97,1410,344,157407.40740740742
20,10,10,1,36.0,2870000.0,124,28.0,10.0,132,1861,344,79722.22222222222
20,5,5,1,31.0,2600000.0,75,18.0,5.0,97,1488,344,83870.96774193548
20,4,5,1,34.3,4199000.0,107,20.3,9.0,97,1928,344,122419.8250728863
20,1,4,1,37.9,4500000.0,124,18.0,13.0,97,765,344,118733.5092348285
20,6,9,1,34.0,3600000.0,124,18.0,9.0,132,1826,344,105882.35294117648
20,4,5,1,30.2,2650000.0,68,16.0,7.0,97,1928,344,87748.34437086093
20,4,5,1,44.9,7000000.0,124,17.2,12.5,97,695,344,155902.004454343
20,2,9,1,39.3,4625000.0,111,20.0,10.0,97,657,344,117684.47837150127
20,1,3,1,50.0,7000000.0,107,28.0,12.0,97,1186,344,140000.0
20,1,3,1,50.0,7000000.0,107,21.0,12.0,97,1186,344,140000.0
20,2,3,1,52.0,7790000.0,114,16.0,18.0,97,1691,344,149807.6923076923
20,2,2,1,140.7,1000000.0,17,18.0,5.0,97,1262,344,7107.320540156362
20,1,1,1,30.0,1140000.0,124,8.0,13.0,97,1215,344,38000.0
20,2,3,1,27.0,2499000.0,124,28.0,10.0,97,1928,344,92555.55555555556
20,1,5,1,30.9,2590000.0,64,17.9,8.0,97,831,344,83818.77022653722
20,6,9,1,33.7,2570000.0,121,17.0,8.0,132,751,344,76261.12759643917
20,5,5,1,32.0,2600000.0,124,16.0,6.5,97,1488,344,81250.0
20,1,5,1,33.3,2600000.0,76,18.0,9.0,132,1861,344,78078.07807807809
20,5,5,1,32.7,2990000.0,124,17.0,8.5,97,1928,344,91437.30886850152
20,2,5,1,33.2,2950000.0,124,17.0,7.0,97,1928,344,88855.42168674698
20,7,10,1,33.0,3020000.0,92,17.0,8.0,132,1826,344,91515.15151515152
20,9,10,1,33.0,3000000.0,124,18.0,9.0,97,762,344,90909.09090909093
20,5,6,1,34.0,3000000.0,74,17.5,8.0,97,580,344,88235.29411764706
20,3,3,1,42.0,3400000.0,124,28.0,10.0,97,1599,344,80952.38095238095
