author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301266879/;Москва;sale;flat;25;75;3;187.9;120000000;-1;-1;-1;-1;-1;-1;-1;+79646216364;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308405074/;Москва;sale;flat;40;53;4;165.0;134529359;2011;-1;-1;-1;-1;113 м²;10 м²;+79165694109;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
