author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
WELHOME;real_estate_agent;https://www.cian.ru/sale/flat/306848563/;Москва;sale;flat;6;9;5;202.0;195000000;2011;-1;-1;-1;-1;-1;39 м²;+79670292022;Замоскворечье;Большая Татарская ;7к3;Новокузнецкая;Четыре солнца
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308956626/;Москва;sale;flat;12;12;2;38.7;18990000;1971;-1;-1;-1;-1;23,7 м²;6,1 м²;+79629657451;Пресненский;Шелепихинское шоссе;17К3;Шелепиха;
