author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/308909118/;Москва;sale;flat;6;13;2;85.19;126021567;2025;-1;Монолитно-кирпичный;-1;Чистовая;33,4 м²;20,3 м²;+74951387239;Мещанский;Садовая-Сухаревская ;14;Цветной бульвар;Клубный дом Forum
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/307103955/;Москва;sale;flat;24;24;2;58.0;37490000;-1;-1;-1;-1;-1;36 м²;12 м²;+79854281089;Хорошево-Мневники;Шелепихинская набережная;34к3;Шелепиха;Сердце Столицы
